SAMPN,VEHNO,YEAR,MAKE,MKOTH,MODEL,TYPE,TYPEO,VHOWN,VHONO,REGION,DVRPC
1084442,1,1993,4,,CENTURY,1,,1,,1,1
1084445,1,1990,23,,MIATA,2,,1,,1,1
1084445,2,1998,25,,ML 320,4,,1,,1,1
1084446,1,1995,6,,LUMINA,1,,1,,1,1
1084446,2,1996,6,,SUBURBAN,5,,1,,1,1
1084457,1,1999,13,,CIVIC,1,,1,,1,1
1084459,1,1987,27,,STANZA,1,,1,,1,1
1084459,2,2000,18,,GRAND CHEROKEE,4,,1,,1,1
1084480,1,1991,24,,STATION WAGON,6,,1,,1,1
1084480,2,1991,24,,GRAND MARQUIS,1,,1,,1,1
1084490,1,1982,13,,CIVIC,1,,1,,1,1
1084490,2,1985,25,,300D,1,,1,,1,1
1084490,3,1990,18,,CHEROKEE,4,,1,,1,1
1084502,1,1992,27,,SENTRA,1,,1,,1,1
1084503,1,2000,28,,ALERO,1,,1,,1,1
1084534,1,1997,35,,OUTBACK,6,,1,,1,1
1084534,2,1997,2,,A4,2,,1,,1,1
1084543,1,1975,18,,CJ5,4,,1,,1,1
1084543,2,1984,29,,RELION,1,,1,,1,1
1084543,3,1988,22,,MARK VII,1,,1,,1,1
1084549,1,1992,25,,BENZ 300,1,,1,,1,1
1084549,2,1998,15,,4 WHEEL DRIVE,4,,1,,1,1
1084550,1,1989,13,,CIVIC,1,,1,,1,1
1084550,2,1999,29,,VOYAGER,1,,1,,1,1
1084558,1,1990,13,,ACCORD,1,,1,,1,1
1084559,1,1990,1,,INTEGRA,1,,1,,1,1
1084573,1,1997,33,,900,1,,1,,1,1
1084573,2,1998,23,,626,1,,1,,1,1
1084576,1,1994,27,,MAXIMA,1,,1,,1,1
1084576,2,1997,21,,ES 300,1,,1,,1,1
1084582,1,1986,6,,NOVA,1,,1,,1,1
1084583,1,1993,13,,ACCORD,1,,1,,1,1
1084583,2,1991,37,,CAMRY,1,,1,,1,1
1084583,3,1985,37,,CAMRY,1,,1,,1,1
1084583,4,1986,4,,CENTURY,1,,1,,1,1
1084588,1,1999,38,,VW,6,,1,,1,1
1084592,1,1993,37,,COROLLA,1,,1,,1,1
1084596,1,1996,37,,CAMRY,1,,1,,1,1
1084608,1,1988,25,,300 TE,6,,1,,1,1
1084608,2,1997,13,,ACCORD,1,,1,,1,1
1084620,1,1995,4,,CENTURY,1,,1,,1,1
1084627,1,1996,37,,TERCEL,1,,1,,1,1
1084627,2,1997,13,,CIVIC,1,,1,,1,1
1084631,1,1999,33,,SEDAN,1,,1,,1,1
1084638,1,1989,13,,750 (MOTORCYCLE),8,,1,,1,1
1084638,2,1992,8,,CARAVAN LE,3,,1,,1,1
1084638,3,1991,29,,VOYAGER,3,,1,,1,1
1084638,4,1990,98,,WAGON,6,,1,,1,1
1084639,1,1989,6,,CAPRICE,1,,1,,1,1
1084639,2,1998,6,,LUMINA,1,,1,,1,1
1084657,1,1997,8,,DAKOTA,7,,1,,1,1
1084660,1,1993,9,,TAURUS,6,,1,,1,1
1084666,1,1997,27,,PATHFINDER,2,,1,,1,1
1084666,2,1999,2,,A4,1,,1,,1,1
1084666,3,1990,37,,COROLLA,1,,1,,1,1
1084670,1,1988,6,,VAN,3,,1,,1,1
1084670,2,1987,18,,CHEROKEE,1,,1,,1,1
1084670,3,1987,18,,CHEROKEE,4,,1,,1,1
1084678,1,1990,27,,SENTRA,1,,1,,1,1
1084683,1,1995,4,,RIVIERA,1,,1,,1,1
1084683,2,1992,9,,F 150,7,,1,,1,1
1084683,3,1992,13,,GOLDWING,8,,1,,1,1
1084683,4,1984,13,,MAGNA,8,,1,,1,1
1084686,1,1998,6,,MALIBU,1,,1,,1,1
1084686,2,2000,6,,BLAZER,4,,1,,1,1
1084690,1,1994,35,,OUTBACK,6,,1,,1,1
1084690,2,1994,9,,TAURUS,1,,1,,1,1
1084696,1,1999,29,,BREEZE,1,,1,,1,1
1084696,2,1993,7,,FIFTH AVE,1,,1,,1,1
1084709,1,1999,6,,SUBURBAN,1,,1,,1,1
1084709,2,1996,8,,CARAVAN,1,,1,,1,1
1084709,3,1977,11,,MGB,1,,1,,1,1
1084716,1,1994,4,,RIVIERA,1,,1,,1,1
1084716,2,1997,27,,MAXIMA,1,,1,,1,1
1084716,3,1999,38,,JETTA,1,,1,,1,1
1084718,1,1997,37,,TACOMA,7,,1,,1,1
1084718,2,1998,37,,SEDAN,1,,1,,1,1
1084725,1,1990,9,,TEMPO,1,,1,,1,1
1084725,2,1968,4,,SKYLARK,2,,1,,1,1
1084726,1,1998,1,,TL,1,,1,,1,1
1084726,2,1995,37,,PATHFINDER,4,,4,,1,1
1084728,1,2000,7,,CONCORD,1,,1,,1,1
1084728,2,1995,9,,WINDSTAR,3,,1,,1,1
1084748,1,1993,27,,ALTIMA,1,,1,,1,1
1084758,1,1985,11,,SILVERADO,7,,1,,1,1
1084758,2,1994,11,,JIMMY,4,,1,,1,1
1084758,3,1998,8,,GRAND CARAVAN,3,,1,,1,1
1084762,1,1989,24,,GRAND MARQUIS,1,,1,,1,1
1084783,1,1997,30,,GRAND PRIX,1,,1,,1,1
1084783,2,1997,26,,GALANT,1,,1,,1,1
1084796,1,1990,35,,LEGACY,1,,1,,1,1
1084796,2,1999,13,,ACCORD,1,,1,,1,1
1084797,1,1997,28,,DELTA 88,1,,2,,1,1
1084797,2,2000,8,,DURANGO,4,,1,,1,1
1084797,3,1995,8,,NEON,1,,1,,1,1
1084798,1,1980,9,,ESCORT,1,,1,,1,1
1084798,2,1999,9,,TEMPO,1,,1,,1,1
1084802,1,1999,9,,EXPEDITION,4,,1,,1,1
1084802,2,2000,17,,S TYPE,1,,1,,1,1
1084809,1,1995,9,,TAURUS,6,,1,,1,1
1084809,2,2000,35,,LEGACY,6,,1,,1,1
1084812,1,1999,6,,LUMINA,1,,1,,1,1
1084812,2,1996,30,,SPORT A BOUT,3,,1,,1,1
1084820,1,1986,7,,LEBARON,1,,1,,1,1
1084820,2,1988,29,,VOYAGER,3,,1,,1,1
1084821,1,1992,6,,LUMINA,1,,1,,1,1
1084824,1,1990,9,,F 150,7,,1,,1,1
1084824,2,1984,4,,REGAL,1,,1,,1,1
1084827,1,1994,37,,CAMRY,1,,1,,1,1
1084827,2,1999,8,,RAM,4,,1,,1,1
1084831,1,1986,4,,SKYHAWK,1,,1,,1,1
1084831,2,1985,6,,CAPRICE,6,,1,,1,1
1084831,3,1995,9,,TAURUS,6,,1,,1,1
1084839,1,1994,8,,CARAVAN,3,,1,,1,1
1084839,2,1997,10,,PRIZM,1,,1,,1,1
1084851,1,1996,9,,WINDSTAR,3,,1,,1,1
1084851,2,1995,37,,COROLLA,1,,1,,1,1
1084857,1,1996,37,,COROLLA,1,,1,,1,1
1084857,2,1993,24,,SABLE,1,,1,,1,1
1084863,1,1998,24,,SEDAN TRACER,4,,1,,1,1
1084863,2,1991,8,,SPIRIT,1,,1,,1,1
1084863,3,1987,29,,VOYAGER,3,,1,,1,1
1084866,1,1987,13,,ACCORD,1,,1,,1,1
1084866,2,1995,28,,AURORA,1,,1,,1,1
1084868,1,1998,27,,INFINITI,1,,1,,1,1
1084868,2,1997,9,,EXPLORER,4,,1,,1,1
1084868,3,1989,33,,900 S,1,,1,,1,1
1084870,1,1993,9,,ESCORT,1,,1,,1,1
1084870,2,1994,4,,CENTURY,1,,1,,1,1
1084873,1,1993,6,,CAPRICE,1,,1,,1,1
1084873,2,1995,7,,NEW YORKER,1,,1,,1,1
1084873,3,1995,7,,NEW YORKER,1,,1,,1,1
1084876,1,1995,9,,F 150,7,,1,,1,1
1084876,2,1998,9,,TAURUS,1,,1,,1,1
1084879,1,1999,6,,PICK UP,7,,1,,1,1
1084879,2,2000,37,,SUV,4,,1,,1,1
1084879,3,1996,37,,COROLLA,1,,1,,1,1
1084881,1,1990,9,,TAURUS,6,,1,,1,1
1084881,2,1991,24,,TOPAZ,1,,1,,1,1
1084886,1,1987,9,,F 150,7,,1,,1,1
1084886,2,1998,28,,INTRIGUE,1,,1,,1,1
1084886,3,2000,9,,F 150,7,,1,,1,1
1084894,1,2000,24,,GRAND MARQUIS,1,,1,,1,1
1084894,2,1987,9,,F 150,7,,1,,1,1
1084894,3,1994,9,,COACHMAN MOTORHOME,97,MOTORHOME,1,,1,1
1084899,1,2000,9,,WINDSTAR,3,,1,,1,1
1084899,2,1981,27,,280 ZX,1,,1,,1,1
1084899,3,1978,8,,PICK UP,7,,1,,1,1
1084899,4,1988,3,,325,1,,1,,1,1
1084900,1,1995,9,,TAURUS,1,,1,,1,1
1084900,2,1998,8,,3500,7,,1,,1,1
1084900,3,1999,18,,CHEROKEE,4,,1,,1,1
1084907,1,1995,28,,CUTLASS SIERRA,1,,1,,1,1
1084908,1,1995,6,,CAVALIER,1,,1,,1,1
1084908,2,1999,35,,OUTBACK,6,,1,,1,1
1084909,1,1996,9,,TAURUS,1,,1,,1,1
1084909,2,1999,18,,GRAND CHEROKEE,4,,1,,1,1
1084910,1,1987,8,,TRUCK,5,,1,,1,1
1084910,2,1988,6,,CELEBRITY,5,,1,,1,1
1084910,3,1989,36,,MOTORCYCLE,8,,1,,1,1
1084912,1,1989,6,,BLAZER,4,,1,,1,1
1084912,2,1990,28,,CUTLASS,1,,1,,1,1
1084920,1,1991,13,,CRX,1,,1,,1,1
1084920,2,1997,13,,ACCORD,1,,1,,1,1
1084921,1,1987,9,,MUSTANG,2,,1,,1,1
1084932,1,1996,9,,ESCORT,1,,1,,1,1
1084932,2,1998,13,,ACCORD,1,,1,,1,1
1084939,1,1997,9,,EXPLORER,4,,1,,1,1
1084939,2,1991,27,,PATHFINDER,4,,1,,1,1
1084941,1,1996,8,,CARAVAN,3,,1,,1,1
1084941,2,2001,9,,F 150,7,,1,,1,1
1084941,3,1965,98,,GTO,1,,1,,1,1
1084942,1,1998,2,,STATION WAGON,6,,1,,1,1
1084942,2,1998,8,,RAM,3,,1,,1,1
1084945,1,1993,4,,REGAL,2,,1,,1,1
1084945,2,1979,6,,MALIBU,1,,1,,1,1
1084948,1,1990,6,,LUMINA,3,,1,,1,1
1084948,2,1999,6,,MALIBU,1,,1,,1,1
1084951,1,1996,27,,QUEST,3,,1,,1,1
1084951,2,1994,37,,CAMRY,1,,1,,1,1
1084952,1,1999,9,,F 150,7,,1,,1,1
1084952,2,1992,24,,TOPAZ,1,,1,,1,1
1084952,3,1987,12,,SOFTTAIL,8,,1,,1,1
1084953,1,2000,7,,CIRRUS,1,,1,,1,1
1084953,2,1993,24,,VILLAGER,3,,1,,1,1
1084953,3,1998,9,,ESCORT,1,,1,,1,1
1084953,4,2000,29,,NEON,1,,1,,1,1
1084956,1,1991,18,,CHEROKEE,2,,1,,1,1
1084956,2,1994,37,,CAMRY,1,,1,,1,1
1084958,1,1996,9,,WINDSTAR,3,,1,,1,1
1084958,2,2000,9,,TAURUS,1,,1,,1,1
1084964,1,1985,6,,PICK UP,7,,1,,1,1
1084964,2,1991,14,,EXCEL,1,,1,,1,1
1084964,3,1994,13,,ACCORD,1,,1,,1,1
1084967,1,1996,37,,CAMRY,1,,1,,1,1
1084967,2,1997,37,,LAND ROVER,4,,1,,1,1
1084972,1,1998,28,,CUTLASS,1,,1,,1,1
1084972,2,1999,4,,CENTURY,1,,1,,1,1
1084977,1,1983,6,,IMPALA,1,,1,,1,1
1084984,1,2000,37,,AVALON,1,,1,,1,1
1084984,2,1996,13,,ACCORD,1,,1,,1,1
1084997,1,1995,35,,LEGACY,1,,1,,1,1
1084998,1,1997,29,,VOYAGER,3,,1,,1,1
1084998,2,1995,8,,INTREPID,1,,1,,1,1
1085005,1,1994,39,,STATION WAGON,6,,1,,1,1
1085005,2,1998,7,,MINI VAN,3,,1,,1,1
1085005,3,1999,9,,RANGER,4,,1,,1,1
1085008,1,1996,35,,LEGACY,6,,1,,1,1
1085008,2,1997,38,,CABRIOLET,2,,1,,1,1
1085026,1,1997,24,,VILLAGER,3,,1,,1,1
1085026,2,1997,13,,ACCORD,1,,1,,1,1
1085026,3,1989,13,,CIVIC,1,,1,,1,1
1085030,1,1996,27,,MAXIMA,1,,1,,1,1
1085030,2,1998,27,,ALTIMA,1,,1,,1,1
1085050,1,1997,8,,GRAND CARAVAN,3,,1,,1,1
1085050,2,1997,30,,BONNEVILLE,1,,1,,1,1
1085052,1,1991,22,,TOWN CAR,1,,1,,1,1
1085056,1,1995,26,,GALANT,1,,1,,1,1
1085056,2,2000,23,,MPV,3,,1,,1,1
1085063,1,2000,24,,SABLE,1,,1,,1,1
1085063,2,1994,9,,ESCORT,1,,1,,1,1
1085063,3,1999,23,,MIATA,1,,1,,1,1
1085064,1,1996,26,,ECLIPSE,2,,1,,1,1
1085064,2,1999,8,,CARAVAN,5,,1,,1,1
1085070,1,1998,28,,DON'T KNOW,1,,1,,1,1
1085070,2,1999,24,,SABLE,1,,1,,1,1
1085084,1,1994,4,,CENTURY,1,,1,,1,1
1085087,1,1992,9,,TAURUS,1,,1,,1,1
1085088,1,1993,9,,TEMPO,1,,1,,1,1
1085088,2,1993,9,,TEMPO,1,,1,,1,1
1085088,3,1972,6,,CAMARO,2,,1,,1,1
1085088,4,1978,11,,BLAZER,4,,1,,1,1
1085088,5,1994,9,,PICK UP,7,,2,,1,1
1085099,1,1990,4,,REGAL,1,,1,,1,1
1085099,2,1998,13,,CIVIC,1,,1,,1,1
1085100,1,1999,9,,WINDSTAR,3,,1,,1,1
1085100,2,1970,6,,NOVA,2,,1,,1,1
1085100,3,1987,28,,CHALAIS,1,,1,,1,1
1085111,1,1990,6,,SUBURBAN,7,,1,,1,1
1085111,2,1992,4,,LESABRE,1,,1,,1,1
1085112,1,1997,98,,DON'T KNOW,5,,1,,1,1
1085112,2,1994,7,,LHS,1,,1,,1,1
1085112,3,1997,34,,SL1,1,,1,,1,1
1085114,1,1990,29,,VOYAGER,3,,1,,1,1
1085114,2,1990,28,,DELTA 88,1,,1,,1,1
1085114,3,1993,6,,LUMINA,1,,1,,1,1
1085114,4,1989,13,,CIVIC,1,,1,,1,1
1085118,1,1995,24,,GRAND MARQUIS,1,,1,,1,1
1085119,1,2000,27,,SENTRA,1,,1,,1,1
1085139,1,2000,35,,OUTBACK,1,,1,,1,1
1085139,2,1988,9,,TEMPO,1,,1,,1,1
1085145,1,1990,23,,MPV,3,,1,,1,1
1085145,2,1988,24,,SABLE,1,,1,,1,1
1085146,1,1995,4,,CUSTOM REGAL,1,,1,,1,1
1085146,2,2000,40,,V STAR,8,,2,,1,1
1085146,3,1989,6,,1500,7,,1,,1,1
1085151,1,1975,28,,CUTLASS,2,,1,,1,1
1085151,2,1987,11,,ROLLBACK,97,ROLLBACK,1,,1,1
1085151,3,1990,9,,F 150,7,,1,,1,1
1085151,4,1995,8,,RAM,7,,1,,1,1
1085153,1,1987,6,,C 10,7,,1,,1,1
1085153,2,1997,28,,CUTLASS,1,,1,,1,1
1085153,3,1999,9,,WINDSTAR,3,,1,,1,1
1085153,4,1995,12,,DRESSER,8,,1,,1,1
1085155,1,1996,13,,CIVIC,1,,1,,1,1
1085155,2,1995,9,,F 150,7,,1,,1,1
1085157,1,1998,35,,OUTBACK,6,,1,,1,1
1085157,2,1993,29,,LASER,2,,1,,1,1
1085162,1,1992,6,,CAVALIER,1,,1,,1,1
1085162,2,1990,8,,DAKOTA,7,,1,,1,1
1085165,1,1992,6,,LUMINA,1,,1,,1,1
1085165,2,1994,9,,F 250,7,,1,,1,1
1085171,1,1988,5,,DEVILLE,1,,1,,1,1
1085171,2,1992,6,,ASTROVAN,3,,1,,1,1
1085171,3,1980,9,,ECONOVAN,3,,1,,1,1
1085172,1,1999,37,,CAMRY,1,,1,,1,1
1085185,1,1999,9,,F 150,1,,1,,1,1
1085185,2,2000,13,,ACCORD,1,,1,,1,1
1085190,1,1987,8,,AIRES,1,,1,,1,1
1085196,1,1994,6,,BERETTA,1,,1,,1,1
1085200,1,1992,34,,SL2,1,,1,,1,1
1085200,2,1997,21,,LS300,1,,1,,1,1
1085200,3,1984,6,,TRUCK,7,,1,,1,1
1085200,4,1976,9,,F 150,7,,1,,1,1
1085200,5,1974,3,,CORVETTE,2,,1,,1,1
1085200,6,1980,97,MGB,LE,2,,1,,1,1
1085200,7,1994,97,PACE,33L,97,MOTORHOME,1,,1,1
1085200,8,1985,97,PEUGOT,504,1,,1,,1,1
1085204,1,1985,38,,CABRIOLET,2,,1,,1,1
1085204,2,1979,11,,G 30,3,,1,,1,1
1085213,1,1996,9,,ESCORT,2,,1,,1,1
1085216,1,1988,6,,Z24,1,,1,,1,1
1085216,2,1999,30,,GRAND PRIX,1,,1,,1,1
1085217,1,1996,9,,TAURUS,1,,1,,1,1
1085217,2,1998,9,,TAURUS,1,,1,,1,1
1085217,3,2000,8,,NEON,1,,8,,1,1
1085223,1,1989,6,,SILVERADO,7,,1,,1,1
1085223,2,1994,6,,LUMINA,3,,1,,1,1
1085223,3,1990,28,,CUTLASS,1,,1,,1,1
1085235,1,1993,6,,BERETTA,1,,1,,1,1
1085235,2,1990,4,,PARK AVENUE,1,,1,,1,1
1085236,1,1993,35,,LEGACY,1,,1,,1,1
1085236,2,2000,6,,SUBURBAN,4,,2,,1,1
1085238,1,1980,9,,F 150,7,,1,,1,1
1085238,2,1980,97,AMC,EAGLE,1,,1,,1,1
1085238,3,1984,6,,CELEBRITY,1,,1,,1,1
1085238,4,1980,40,,SXS 1100 SPECIAL,8,,1,,1,1
1085240,1,1994,24,,SABLE,1,,1,,1,1
1085240,2,1994,8,,CARAVAN,3,,1,,1,1
1085240,3,1993,8,,RAM PICK UP,7,,1,,1,1
1085241,1,1986,9,,TEMPO,1,,1,,1,1
1085241,2,1995,6,,S 10,7,,1,,1,1
1085241,3,1992,8,,DAKOTA,7,,1,,1,1
1085241,4,1992,9,,F 150,7,,1,,1,1
1085244,1,2000,9,,EXPEDITION,4,,1,,1,1
1085244,2,1995,13,,ACCORD,1,,1,,1,1
1085246,1,1997,9,,F 150,7,,1,,1,1
1085246,2,2000,39,,S 80,1,,1,,1,1
1085246,3,1986,9,,F 150,7,,1,,1,1
1085246,4,1972,37,,LAND CRUISER,4,,1,,1,1
1085260,1,1996,8,,INTREPID,1,,1,,1,1
1085260,2,1992,6,,SUBURBAN,4,,1,,1,1
1085260,3,1987,23,,RX 7,2,,1,,1,1
1085266,1,1986,6,,CAVALIER,1,,1,,1,1
1085268,1,1984,12,,FLH,8,,1,,1,1
1085268,2,1987,7,,LEBARON,1,,1,,1,1
1085268,3,1999,8,,CONVERSION VAN,3,,1,,1,1
1085268,4,2000,8,,1500 RAM,7,,1,,1,1
1085270,1,1988,9,,BRONCO,7,,1,,1,1
1085270,2,2000,18,,CHEROKEE,4,,1,,1,1
1085287,1,1981,11,,SIERRA,7,,1,,1,1
1085287,2,1993,29,,VOYAGER,3,,1,,1,1
1085287,3,1989,9,,VAN,3,,1,,1,1
1085289,1,2000,37,,MRQ,2,,1,,1,1
1085289,2,1996,28,,CUTLASS,1,,1,,1,1
1085289,3,1994,6,,Z28,1,,1,,1,1
1085295,1,1987,6,,NOVA,1,,1,,1,1
1085296,1,1994,7,,CONCORD,1,,1,,1,1
1085298,1,1996,28,,SIERRA,1,,1,,1,1
1085301,1,1996,30,,GRAND AM,2,,1,,1,1
1085301,2,1999,30,,GRAND AM,1,,1,,1,1
1085304,1,1998,16,,RODEO,4,,1,,1,1
1085304,2,2000,30,,GRAND PRIX,1,,2,,1,1
1085304,3,1995,13,,PRELUDE,2,,1,,1,1
1085311,1,1992,8,,DAKOTA,7,,1,,1,1
1085311,2,1995,11,,JIMMY,4,,1,,1,1
1085311,3,1980,13,,CMT 400,8,,1,,1,1
1085314,1,1988,9,,MUSTANG,1,,1,,1,1
1085314,2,1997,30,,GRAND PRIX,1,,1,,1,1
1085314,3,1996,13,,ACCORD EX,1,,9,,1,1
1085315,1,1990,6,,VAN,3,,1,,1,1
1085315,2,1999,18,,WRANGLER,4,,1,,1,1
1085318,1,1989,6,,S 10,4,,1,,1,1
1085318,2,1995,10,,TRACKER 4X4,4,,1,,1,1
1085325,1,1994,9,,F 150,7,,1,,1,1
1085325,2,1984,39,,SEDAN,1,,1,,1,1
1085327,1,1989,9,,F 150,7,,1,,1,1
1085327,2,1991,36,,SIDEKICK,4,,1,,1,1
1085327,3,1993,28,,VAN,5,,1,,1,1
1085327,4,1999,9,,TAURUS,1,,1,,1,1
1085329,1,1987,6,,CAMARO,2,,1,,1,1
1085329,2,1994,18,,WRANGLER,2,,1,,1,1
1085329,3,1992,6,,ASTROVAN,3,,1,,1,1
1085329,4,1998,8,,DAKOTA,7,,1,,1,1
1085329,5,1998,9,,CONTOUR,1,,1,,1,1
1085335,1,1995,6,,BLAZER,2,,1,,1,1
1085335,2,1995,6,,TRACKER,2,,1,,1,1
1085341,1,1991,34,,DON'T KNOW,1,,1,,1,1
1085341,2,1998,29,,VOYAGER,5,,1,,1,1
1085341,3,1993,29,,LAZER,1,,1,,1,1
1085341,4,1993,7,,TALON,1,,1,,1,1
1085352,1,1996,8,,CARAVAN,3,,1,,1,1
1085352,2,1989,11,,DUMPTRUCK,7,,1,,1,1
1085352,3,1987,9,,F 150,7,,1,,1,1
1085352,4,1985,8,,OMNI,6,,1,,1,1
1085355,1,1985,11,,SIERRA,7,,1,,1,1
1085355,2,1991,30,,GRAND AM,1,,1,,1,1
1085369,1,1997,8,,DAKOTA,7,,1,,1,1
1085369,2,1997,6,,S 10,7,,2,,1,1
1085371,1,1985,11,,DUMPTRUCK,5,,1,,1,1
1085371,2,1988,11,,SIERRA,7,,1,,1,1
1085371,3,1971,6,,CHEYENNE,7,,1,,1,1
1085371,4,1987,6,,S 10,4,,1,,1,1
1085371,5,1995,97,WINNEBAGO,ADVENTURER,97,MOTORHOME,1,,1,1
1085371,6,2000,12,,CLASSIC,8,,1,,1,1
1085373,1,1993,35,,LEGACY,6,,1,,1,1
1085373,2,2000,38,,JETTA,1,,1,,1,1
1085377,1,1994,28,,SIERRA,1,,1,,1,1
1085377,2,2000,8,,INTREPID,1,,1,,1,1
1085378,1,1995,13,,ACCORD,1,,1,,1,1
1085378,2,1992,9,,F 150,7,,1,,1,1
1085386,1,1999,6,,MONTE CARLO,1,,1,,1,1
1085386,2,1985,9,,THUNDERBIRD,1,,1,,1,1
1085386,3,1975,4,,LESABRE,1,,1,,1,1
1085386,4,1986,97,SHASTA,MOTORHOME,97,MOTORHOME,1,,1,1
1085386,5,1980,13,,250CC,8,,1,,1,1
1085388,1,1990,6,,2500,7,,1,,1,1
1085388,2,1999,18,,CHEROKEE,4,,1,,1,1
1085388,3,1986,29,,SUNDANCE,1,,1,,1,1
1085396,1,1996,5,,DEVILLE,1,,1,,1,1
1085404,1,1997,6,,BLAZER,4,,1,,1,1
1085404,2,1999,37,,TACOMA,7,,1,,1,1
1085409,1,1995,33,,900,1,,1,,1,1
1085409,2,2000,11,,SIERRA,7,,1,,1,1
1085413,1,1995,9,,EXPLORER,4,,1,,1,1
1085413,2,1989,9,,F 150,7,,1,,1,1
1085424,1,1999,9,,ESCORT,6,,1,,1,1
1085424,2,1995,6,,BLAZER,4,,1,,1,1
1085424,3,1991,23,,626,1,,1,,1,1
1085424,4,1989,38,,GOLF,1,,1,,1,1
1085426,1,1995,8,,INTREPID,1,,1,,1,1
1085426,2,1994,9,,THUNDERBIRD,1,,1,,1,1
1085426,3,1982,27,,MAXIMA,8,,1,,1,1
1085429,1,1994,6,,CAVALIER,2,,1,,1,1
1085429,2,1987,13,,PRELUDE,2,,1,,1,1
1085430,1,1988,6,,CORSICA,1,,1,,1,1
1085430,2,1993,8,,CARAVAN,3,,1,,1,1
1085430,3,2000,9,,EXPLORER,4,,2,,1,1
1085432,1,1998,7,,CIRRUS,1,,1,,1,1
1085440,1,1998,9,,TAURUS,1,,1,,1,1
1085440,2,1999,9,,RANGER,7,,1,,1,1
1085440,3,1993,6,,CAPRICE,1,,2,,1,1
1085442,1,1970,6,,MONTE CARLO,2,,1,,1,1
1085442,2,1979,36,,GS 750 MOTORCYCLE,8,,9,,1,1
1085442,3,1991,4,,LESABRE,1,,9,,1,1
1085442,4,1988,6,,VAN,3,,9,,1,1
1085446,1,1998,39,,VOLVO,1,,1,,1,1
1085446,2,1999,33,,95,1,,1,,1,1
1085447,1,1998,24,,SABLE,1,,1,,1,1
1085447,2,1992,4,,SKYLARK,1,,1,,1,1
1085454,1,1989,8,,COLT,6,,1,,1,1
1085455,1,1995,38,,EUROVAM,3,,1,,1,1
1085455,2,1998,18,,WRANGLER,4,,1,,1,1
1085458,1,1989,4,,LESABRE,1,,1,,1,1
1085458,2,1989,4,,REGAL,1,,1,,1,1
1085458,3,1985,6,,CAVALIER,1,,1,,1,1
1085458,4,1993,8,,INTREPID,1,,1,,1,1
1085474,1,1995,6,,BLAZER,4,,1,,1,1
1085474,2,1996,8,,INTREPID,1,,1,,1,1
1085488,1,1991,6,,SUBURBAN,6,,1,,1,1
1085488,2,1995,9,,F 150,7,,1,,1,1
1085489,1,1978,4,,LESABRE,1,,1,,1,1
1085489,2,1993,9,,PROBE,1,,1,,1,1
1085489,3,1999,16,,RODEO,4,,1,,1,1
1085495,1,1985,37,,COROLLA,1,,1,,1,1
1085495,2,1994,37,,CAMRY,1,,1,,1,1
1085495,3,1996,8,,INTREPID,1,,2,,1,1
1085500,1,1999,6,,MALIBU,1,,1,,1,1
1085500,2,1999,9,,250,7,,1,,1,1
1085500,3,1995,6,,1500,7,,1,,1,1
1085500,4,1994,6,,CAPRICE,1,,1,,1,1
1085501,1,1995,3,,525,1,,1,,1,1
1085503,1,1997,23,,PROTEGE,1,,1,,1,1
1085507,1,1995,29,,VOYAGER,1,,1,,1,1
1085511,1,8888,6,,ASTRO,3,,1,,1,1
1085511,2,1992,9,,PROBE,2,,1,,1,1
1085513,1,1990,28,,CUTLASS SIERRA,1,,1,,1,1
1085514,1,1995,7,,DON'T KNOW,1,,1,,1,1
1085514,2,1992,9,,DON'T KNOW,3,,1,,1,1
1085519,1,1997,9,,F 150,7,,1,,1,1
1085519,2,1995,30,,GRAND PRIX,1,,1,,1,1
1085521,1,1998,3,,500 SERIES,1,,1,,1,1
1085521,2,1998,9,,EXPEDITION,4,,1,,1,1
1085521,3,1994,9,,THUNDERBIRD,1,,1,,1,1
1085521,4,1993,9,,EXPLORER,1,,1,,1,1
1085526,1,1995,25,,STATION WAGON,6,,1,,1,1
1085526,2,2000,3,,320 I,1,,1,,1,1
1085526,3,2000,13,,CRV,4,,1,,1,1
1085528,1,1997,37,,4 RUNNER,1,,1,,1,1
1085528,2,1998,9,,TAURUS,1,,1,,1,1
1085539,1,1992,34,,SL,1,,1,,1,1
1085539,2,1992,9,,AEROSTAR,3,,1,,1,1
1085539,3,1996,9,,EXPLORER,4,,1,,1,1
1085542,1,2000,29,,VOYAGER,3,,1,,1,1
1085554,1,2000,34,,LS,1,,1,,1,1
1085555,1,1991,6,,BLAZER,4,,1,,1,1
1085555,2,1990,6,,CAVALIER,4,,1,,1,1
1085555,3,1998,6,,BLAZER,4,,1,,1,1
1085557,1,1992,1,,INTEGRA,1,,1,,1,1
1085580,1,2000,35,,OUTBACK,1,,1,,1,1
1085584,1,1999,9,,EXPLORER,4,,1,,1,1
1085584,2,1995,9,,F 150,7,,1,,1,1
1085588,1,1990,27,,PU,7,,1,,1,1
1085588,2,1997,27,,PATHFINDER,1,,1,,1,1
1085588,3,2001,9,,TAURUS,1,,1,,1,1
1085600,1,1993,34,,SL,1,,1,,1,1
1085600,2,1998,28,,VAN,3,,1,,1,1
1085605,1,1992,24,,VILLAGER,3,,1,,1,1
1085607,1,1996,6,,CAVALIER,1,,1,,1,1
1085607,2,1986,9,,BRONCO,4,,1,,1,1
